car_name,brand,model,km_driven,seller_type,fuel_type,transmission_type,seats,selling_price,vehicle_age,mileage,seller_d,Transmission_Auto,Fuel_Petrol,Fuel_electric,Fuel_Diesel,Fuel_CNG,Fuel_LPG,engine,max_power,,,
Hyundai Grand,Hyundai,Grand,54000,Dealer,Diesel,Manual,5,345000,7,24,1,0,0,0,1,0,0,1186,73.97,,,
BMW 3,BMW,3,83000,Dealer,Diesel,Automatic,5,1155000,8,18.88,1,1,0,0,1,0,0,1995,184,,,
Maruti Swift Dzire,Maruti,Swift Dzire,40000,Dealer,Petrol,Manual,5,500000,6,20.85,1,0,1,0,0,0,0,1197,83.14,,,
Maruti Wagon R,Maruti,Wagon R,42290,Dealer,Petrol,Manual,5,310000,7,20.51,1,0,1,0,0,0,0,998,67.04,,,
Honda Amaze,Honda,Amaze,45000,Dealer,Petrol,Automatic,5,525000,4,15.5,1,1,1,0,0,0,0,1198,86.7,,,
Maruti Swift,Maruti,Swift,56000,Dealer,Petrol,Manual,5,401000,7,16.1,1,0,1,0,0,0,0,1197,85,,,
Honda City,Honda,City,48000,Dealer,Diesel,Manual,5,599000,5,26,1,0,0,0,1,0,0,1498,98.6,,,
Hyundai i20,Hyundai,i20,42101,Trustmark Dealer,Petrol,Manual,5,480000,6,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Skoda Rapid,Skoda,Rapid,675000,Dealer,Diesel,Automatic,5,675000,5,21.66,1,1,0,0,1,0,0,1498,103.52,,,
Toyota Innova,Toyota,Innova,53400,Dealer,Petrol,Manual,7,1427000,4,11.25,1,0,1,0,0,0,0,2694,163.7,,,
Hyundai Grand,Hyundai,Grand,55000,Dealer,Diesel,Manual,5,375000,7,24,1,0,0,0,1,0,0,1186,73.97,,,
Hyundai Verna,Hyundai,Verna,40000,Dealer,Petrol,Automatic,5,1075000,3,17,1,1,1,0,0,0,0,1591,121.3,,,
Toyota Glanza,Toyota,Glanza,10000,Dealer,Petrol,Manual,5,835000,2,21.01,1,0,1,0,0,0,0,1197,81.8,,,
Honda City,Honda,City,48000,Dealer,Petrol,Manual,5,890000,4,17.8,1,0,1,0,0,0,0,1497,117.3,,,
BMW X1,BMW,X1,80000,Dealer,Diesel,Automatic,5,2000000,3,20.68,1,1,0,0,1,0,0,1995,190,,,
Kia Carnival,Kia,Carnival,3000,Dealer,Diesel,Automatic,9,3000000,1,14.11,1,1,0,0,1,0,0,2199,197.2,,,
Hyundai i20,Hyundai,i20,68237,Dealer,Petrol,Manual,5,490000,6,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Maruti Alto,Maruti,Alto,57199,Dealer,Petrol,Manual,5,378000,3,23.95,1,0,1,0,0,0,0,998,67.05,,,
Maruti Baleno,Maruti,Baleno,33000,Dealer,Petrol,Automatic,5,690000,4,19.56,1,1,1,0,0,0,0,1197,81.8,,,
Maruti Swift,Maruti,Swift,6500,Individual,Petrol,Manual,5,480000,2,21.21,0,0,1,0,0,0,0,1197,81.8,,,
BMW 3,BMW,3,26000,Dealer,Diesel,Automatic,5,2500000,4,19.62,1,1,0,0,1,0,0,1995,187.74,,,
Hyundai i20,Hyundai,i20,100000,Individual,Petrol,Manual,5,580000,4,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Maruti Baleno,Maruti,Baleno,58354,Dealer,Diesel,Manual,5,550000,5,27.39,1,0,0,0,1,0,0,1248,74,,,
Audi A4,Audi,A4,43000,Dealer,Diesel,Automatic,5,1350000,8,16.55,1,1,0,0,1,0,0,1968,147.51,,,
Maruti Vitara,Maruti,Vitara,68200,Dealer,Diesel,Manual,5,750000,4,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Hyundai Grand,Hyundai,Grand,56000,Dealer,Diesel,Manual,5,325000,7,24,1,0,0,0,1,0,0,1120,70,,,
Honda Amaze,Honda,Amaze,36000,Dealer,Petrol,Manual,5,395000,6,18,1,0,1,0,0,0,0,1198,86.7,,,
Toyota Fortuner,Toyota,Fortuner,100000,Dealer,Diesel,Automatic,7,1175000,9,12.55,1,1,0,0,1,0,0,2982,168.5,,,
Porsche Cayenne,Porsche,Cayenne,126000,Individual,Petrol,Automatic,5,2000000,12,8.5,0,1,1,0,0,0,0,4806,500,,,
BMW 3,BMW,3,28000,Dealer,Diesel,Automatic,5,3600000,3,21.76,1,1,0,0,1,0,0,1995,188,,,
Toyota Innova,Toyota,Innova,52000,Dealer,Diesel,Manual,7,925000,7,12.99,1,0,0,0,1,0,0,2494,100,,,
Maruti Wagon R,Maruti,Wagon R,19022,Dealer,CNG,Manual,5,470000,2,33.54,1,0,0,0,0,1,0,998,67.04,,,
Maruti Wagon R,Maruti,Wagon R,90000,Individual,LPG,Manual,5,90000,14,17.3,0,0,0,0,0,0,1,1061,57.5,,,
Maruti Wagon R,Maruti,Wagon R,60000,Dealer,Petrol,Manual,5,150000,12,21.79,1,0,1,0,0,0,0,998,67.05,,,
Honda Civic,Honda,Civic,62000,Dealer,Petrol,Manual,5,235000,12,13.5,1,0,1,0,0,0,0,1799,130,,,
Maruti Eeco,Maruti,Eeco,51000,Dealer,CNG,Manual,5,291000,5,15.1,1,0,0,0,0,1,0,1196,73,,,
Maruti Wagon R,Maruti,Wagon R,48000,Dealer,Petrol,Automatic,5,380000,6,20.51,1,1,1,0,0,0,0,998,67,,,
Toyota Innova,Toyota,Innova,81000,Dealer,Diesel,Manual,8,645000,8,12.99,1,0,0,0,1,0,0,2494,100.6,,,
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10000,Dealer,Diesel,Automatic,5,4000000,1,12.6,1,1,0,0,1,0,0,1950,194,,,
Renault Duster,Renault,Duster,60000,Dealer,Diesel,Manual,5,500000,6,19.87,1,0,0,0,1,0,0,1461,84,,,
Maruti Ciaz,Maruti,Ciaz,62000,Dealer,Diesel,Manual,5,537000,6,28.09,1,0,0,0,1,0,0,1248,88.5,,,
Ford Ecosport,Ford,Ecosport,104643,Dealer,Diesel,Manual,5,438000,7,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Tata Tigor,Tata,Tigor,30000,Individual,Petrol,Manual,5,495000,3,20.3,0,0,1,0,0,0,0,1199,84,,,
Maruti Wagon R,Maruti,Wagon R,8873,Trustmark Dealer,Petrol,Automatic,5,540000,2,21.5,0,1,1,0,0,0,0,1197,81.8,,,
Mahindra XUV500,Mahindra,XUV500,17000,Dealer,Diesel,Automatic,7,1290000,3,16,1,1,0,0,1,0,0,1997,140,,,
Hyundai i20,Hyundai,i20,48000,Dealer,Diesel,Manual,5,349000,8,21.9,1,0,0,0,1,0,0,1396,88.8,,,
Mahindra Bolero,Mahindra,Bolero,32000,Dealer,Diesel,Manual,7,685000,4,15.96,1,0,0,0,1,0,0,2523,62.1,,,
Skoda Superb,Skoda,Superb,62000,Dealer,Petrol,Automatic,5,585000,9,13.7,1,1,1,0,0,0,0,1798,157.75,,,
Renault Duster,Renault,Duster,65000,Dealer,Diesel,Manual,5,390000,8,19.01,1,0,0,0,1,0,0,1461,108.45,,,
Maruti Ertiga,Maruti,Ertiga,57001,Dealer,Diesel,Manual,7,449000,8,20.77,1,0,0,0,1,0,0,1248,88.76,,,
Toyota Innova,Toyota,Innova,25000,Dealer,Diesel,Manual,7,300000,6,12.99,1,0,0,0,1,0,0,2494,100.57,,,
Honda City,Honda,City,41000,Dealer,Petrol,Manual,5,650000,6,17,1,0,1,0,0,0,0,1497,118,,,
Volkswagen Polo,Volkswagen,Polo,28492,Dealer,Petrol,Manual,5,400000,7,16.47,1,0,1,0,0,0,0,1198,74,,,
Honda City,Honda,City,78000,Dealer,Petrol,Automatic,5,815000,5,18,1,1,1,0,0,0,0,1497,117.3,,,
Hyundai Creta,Hyundai,Creta,34500,Individual,Diesel,Automatic,5,1155000,4,17.6,0,1,0,0,1,0,0,1582,126.2,,,
Honda WR-V,Honda,WR-V,34000,Dealer,Petrol,Manual,5,750000,4,17.5,1,0,1,0,0,0,0,1199,88.7,,,
Hyundai i20,Hyundai,i20,80000,Individual,Diesel,Manual,5,625000,4,22.54,0,0,0,0,1,0,0,1396,88.73,,,
Hyundai i10,Hyundai,i10,75000,Dealer,Petrol,Manual,5,145000,13,19.81,1,0,1,0,0,0,0,1086,68.05,,,
Maruti Swift,Maruti,Swift,112795,Dealer,Diesel,Manual,5,334000,7,25.2,1,0,0,0,1,0,0,1248,74,,,
Maruti Swift,Maruti,Swift,47000,Dealer,Petrol,Manual,5,440000,5,20.4,1,0,1,0,0,0,0,1197,81.8,,,
BMW 3,BMW,3,45000,Dealer,Diesel,Automatic,5,1890000,6,22.69,1,1,0,0,1,0,0,1995,190,,,
Hyundai i20,Hyundai,i20,58000,Dealer,Diesel,Manual,5,295000,8,21.9,1,0,0,0,1,0,0,1396,90,,,
Maruti Wagon R,Maruti,Wagon R,58000,Dealer,Petrol,Manual,5,320000,8,20.51,1,0,1,0,0,0,0,998,67.04,,,
Skoda Octavia,Skoda,Octavia,76000,Dealer,Petrol,Automatic,5,780000,8,14.7,1,1,1,0,0,0,0,1798,177.5,,,
Maruti Vitara,Maruti,Vitara,52000,Dealer,Diesel,Manual,5,710000,4,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Hyundai Verna,Hyundai,Verna,71000,Dealer,Diesel,Manual,5,495000,7,22.32,1,0,0,0,1,0,0,1582,126.32,,,
Ford Ecosport,Ford,Ecosport,18000,Dealer,Petrol,Manual,5,990000,2,15.9,1,0,1,0,0,0,0,1496,120.69,,,
Hyundai Creta,Hyundai,Creta,36000,Dealer,Petrol,Manual,5,890000,5,13,1,0,1,0,0,0,0,1591,121.3,,,
Maruti Ciaz,Maruti,Ciaz,72000,Dealer,Diesel,Manual,5,595000,5,28.09,1,0,0,0,1,0,0,1248,88.5,,,
Honda Amaze,Honda,Amaze,66000,Dealer,Diesel,Manual,5,388000,6,25.8,1,0,0,0,1,0,0,1498,98.6,,,
Hyundai i10,Hyundai,i10,92000,Dealer,Petrol,Manual,5,160000,12,20.36,1,0,1,0,0,0,0,1197,78.9,,,
BMW 3,BMW,3,83000,Dealer,Diesel,Automatic,5,1170000,8,18.88,1,1,0,0,1,0,0,1995,184,,,
Hyundai i20,Hyundai,i20,28810,Trustmark Dealer,Petrol,Manual,5,650000,4,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Hyundai Creta,Hyundai,Creta,33000,Dealer,Petrol,Manual,5,900000,5,15.8,1,0,1,0,0,0,0,1591,121.3,,,
Hyundai Grand,Hyundai,Grand,42000,Dealer,Petrol,Automatic,5,495000,4,18.9,1,1,1,0,0,0,0,1197,81.86,,,
Honda City,Honda,City,80000,Individual,Petrol,Manual,5,280000,11,17,0,0,1,0,0,0,0,1497,118,,,
Maruti Swift Dzire,Maruti,Swift Dzire,80000,Individual,Diesel,Manual,5,300000,9,19.3,0,0,0,0,1,0,0,1248,73.9,,,
Maruti Swift Dzire,Maruti,Swift Dzire,58000,Dealer,Petrol,Manual,5,220000,12,17.5,1,0,1,0,0,0,0,1298,85.8,,,
Audi Q7,Audi,Q7,4000,Dealer,Diesel,Automatic,7,6800000,1,14.75,1,1,0,0,1,0,0,2967,245,,,
Maruti Swift,Maruti,Swift,29052,Dealer,Petrol,Manual,5,385000,7,22,1,0,1,0,0,0,0,1197,81.8,,,
Maruti Baleno,Maruti,Baleno,38000,Dealer,Petrol,Manual,5,615000,4,21.4,1,0,1,0,0,0,0,1197,83.1,,,
Volkswagen Polo,Volkswagen,Polo,62000,Dealer,Diesel,Manual,5,390000,5,20.14,1,0,0,0,1,0,0,1498,88,,,
Hyundai Grand,Hyundai,Grand,25000,Dealer,Petrol,Manual,5,495000,4,18.9,1,0,1,0,0,0,0,1197,81.86,,,
Maruti Ciaz,Maruti,Ciaz,9000,Dealer,Diesel,Manual,5,925000,2,26.32,1,0,0,0,1,0,0,1498,93.87,,,
Hyundai Verna,Hyundai,Verna,80000,Individual,Diesel,Automatic,5,650000,6,19.08,0,1,0,0,1,0,0,1582,126.2,,,
Ford Ecosport,Ford,Ecosport,58000,Dealer,Diesel,Manual,5,525000,6,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Honda Jazz,Honda,Jazz,26000,Individual,Petrol,Manual,5,500000,5,18.7,0,0,1,0,0,0,0,1199,88.7,,,
Honda City,Honda,City,47000,Dealer,Petrol,Manual,5,420000,9,17,1,0,1,0,0,0,0,1497,118,,,
Maruti Wagon R,Maruti,Wagon R,41000,Dealer,Petrol,Manual,5,210000,10,20.51,1,0,1,0,0,0,0,998,67.04,,,
Maruti Wagon R,Maruti,Wagon R,58000,Dealer,Petrol,Manual,5,300000,7,20.51,1,0,1,0,0,0,0,998,67.04,,,
Maruti Swift,Maruti,Swift,30000,Individual,Petrol,Manual,5,410000,10,16.1,0,0,1,0,0,0,0,1197,85,,,
Maruti Swift Dzire,Maruti,Swift Dzire,87800,Individual,Diesel,Manual,5,290000,9,19.3,0,0,0,0,1,0,0,1248,73.9,,,
Mahindra Scorpio,Mahindra,Scorpio,41000,Dealer,Diesel,Manual,7,1175000,2,16.36,1,0,0,0,1,0,0,2179,120,,,
Honda City,Honda,City,53000,Dealer,Petrol,Manual,5,625000,7,17.8,1,0,1,0,0,0,0,1497,117.3,,,
Mahindra Scorpio,Mahindra,Scorpio,66000,Dealer,Diesel,Manual,9,500000,8,12.05,1,0,0,0,1,0,0,2179,120,,,
Ford Ecosport,Ford,Ecosport,40000,Individual,Diesel,Manual,5,1100000,2,23,0,0,0,0,1,0,0,1498,98.96,,,
Ford Aspire,Ford,Aspire,41000,Dealer,Diesel,Manual,5,490000,6,25.83,1,0,0,0,1,0,0,1498,99,,,
Mahindra XUV500,Mahindra,XUV500,18000,Dealer,Diesel,Automatic,7,1175000,4,16,1,1,0,0,1,0,0,1997,140,,,
Maruti Swift,Maruti,Swift,7200,Individual,Petrol,Automatic,5,635000,2,21.21,0,1,1,0,0,0,0,1197,81.8,,,
Hyundai i20,Hyundai,i20,57000,Dealer,Petrol,Manual,5,225000,11,18.5,1,0,1,0,0,0,0,1197,80,,,
Mahindra XUV500,Mahindra,XUV500,63000,Dealer,Diesel,Manual,7,810000,6,15.1,1,0,0,0,1,0,0,2179,140,,,
Hyundai Grand,Hyundai,Grand,28000,Dealer,Petrol,Manual,5,365000,7,18.9,1,0,1,0,0,0,0,1197,82,,,
Maruti Baleno,Maruti,Baleno,31600,Dealer,Petrol,Manual,5,532000,5,21.4,1,0,1,0,0,0,0,1197,83.1,,,
Tata Nexon,Tata,Nexon,90000,Individual,Diesel,Manual,5,650000,4,21.5,0,0,0,0,1,0,0,1497,108.5,,,
Maruti Vitara,Maruti,Vitara,45000,Dealer,Diesel,Manual,5,835000,4,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Ford Endeavour,Ford,Endeavour,64000,Dealer,Diesel,Manual,7,2090000,5,13.5,1,0,0,0,1,0,0,2198,157.7,,,
Renault KWID,Renault,KWID,30254,Trustmark Dealer,Petrol,Manual,5,265000,4,25.17,0,0,1,0,0,0,0,799,53.3,,,
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,4000,Dealer,Petrol,Automatic,5,4800000,2,11.5,1,1,1,0,0,0,0,1991,245,,,
Maruti Ertiga,Maruti,Ertiga,50000,Dealer,Diesel,Manual,7,710000,4,24.52,1,0,0,0,1,0,0,1248,88.5,,,
Toyota Camry,Toyota,Camry,86000,Dealer,Petrol,Automatic,5,1995000,5,19.16,1,1,1,0,0,0,0,2494,158.2,,,
Toyota Fortuner,Toyota,Fortuner,80002,Dealer,Diesel,Automatic,7,1475000,7,11.5,1,1,0,0,1,0,0,2982,169,,,
Hyundai Verna,Hyundai,Verna,52000,Dealer,Diesel,Automatic,5,445000,8,21.3,1,1,0,0,1,0,0,1493,113.42,,,
Honda City,Honda,City,54000,Dealer,Petrol,Manual,5,610000,6,17.8,1,0,1,0,0,0,0,1497,117.3,,,
Maruti Ciaz,Maruti,Ciaz,43000,Dealer,Diesel,Manual,5,599000,5,26.21,1,0,0,0,1,0,0,1248,88.5,,,
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,55000,Dealer,Diesel,Automatic,5,1275000,9,11.5,1,1,0,0,1,0,0,2987,210,,,
Honda City,Honda,City,25000,Individual,Petrol,Automatic,5,1207000,2,18,0,1,1,0,0,0,0,1497,117.6,,,
Honda City,Honda,City,26000,Dealer,Petrol,Automatic,5,835000,5,18,1,1,1,0,0,0,0,1497,117.3,,,
Maruti Wagon R,Maruti,Wagon R,90000,Individual,LPG,Manual,5,80000,14,17.3,0,0,0,0,0,0,1,1061,57.5,,,
Hyundai i20,Hyundai,i20,110000,Individual,Petrol,Manual,5,400000,7,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Honda City,Honda,City,65962,Dealer,Petrol,Manual,5,301000,10,16.8,1,0,1,0,0,0,0,1497,116.4,,,
Honda City,Honda,City,88000,Dealer,Petrol,Manual,5,680000,5,17.4,1,0,1,0,0,0,0,1497,117.3,,,
Hyundai Verna,Hyundai,Verna,64100,Dealer,Diesel,Manual,5,350000,9,22.32,1,0,0,0,1,0,0,1582,126.3,,,
Maruti Swift,Maruti,Swift,80000,Dealer,Diesel,Manual,5,425000,7,28.4,1,0,0,0,1,0,0,1248,74,,,
Renault Duster,Renault,Duster,70000,Dealer,Diesel,Manual,5,420000,8,20.45,1,0,0,0,1,0,0,1461,83.8,,,
Maruti Ciaz,Maruti,Ciaz,49000,Dealer,Diesel,Manual,5,549000,6,28.09,1,0,0,0,1,0,0,1248,88.5,,,
Maruti Swift Dzire,Maruti,Swift Dzire,65000,Dealer,Petrol,Manual,5,335000,9,19.1,1,0,1,0,0,0,0,1197,85.8,,,
Hyundai i20,Hyundai,i20,100000,Individual,Diesel,Manual,5,300000,9,23,0,0,0,0,1,0,0,1396,90,,,
Hyundai Creta,Hyundai,Creta,10000,Dealer,Diesel,Manual,5,1050000,3,22.1,1,0,0,0,1,0,0,1396,88.7,,,
Maruti Swift,Maruti,Swift,20000,Dealer,Diesel,Manual,5,675000,2,28.4,1,0,0,0,1,0,0,1248,74,,,
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6800,Dealer,Diesel,Automatic,5,1490000,7,14.84,1,1,0,0,1,0,0,2143,167.62,,,
Hyundai i20,Hyundai,i20,60000,Dealer,Petrol,Manual,5,265000,10,17,1,0,1,0,0,0,0,1197,80,,,
Honda Civic,Honda,Civic,120000,Individual,Petrol,Automatic,5,150000,15,12.9,0,1,1,0,0,0,0,1799,130,,,
Toyota Innova,Toyota,Innova,98000,Dealer,Diesel,Manual,7,750000,7,12.8,1,0,0,0,1,0,0,2494,102,,,
Maruti Baleno,Maruti,Baleno,60000,Dealer,Petrol,Automatic,5,635000,5,21.4,1,1,1,0,0,0,0,1197,83.1,,,
BMW 5,BMW,5,36000,Dealer,Petrol,Automatic,5,3100000,4,14.04,1,1,1,0,0,0,0,1997,184,,,
Honda Amaze,Honda,Amaze,40000,Dealer,Petrol,Automatic,5,474000,5,15.5,1,1,1,0,0,0,0,1198,86.7,,,
Hyundai Venue,Hyundai,Venue,31000,Dealer,Diesel,Manual,5,1090000,2,23.7,1,0,0,0,1,0,0,1396,88.7,,,
Maruti Ertiga,Maruti,Ertiga,19000,Dealer,Petrol,Manual,7,524000,7,16.02,1,0,1,0,0,0,0,1373,93.7,,,
Maruti Celerio,Maruti,Celerio,40000,Dealer,CNG,Manual,5,475000,4,31.79,1,0,0,0,0,1,0,998,58.2,,,
Toyota Innova,Toyota,Innova,66758,Dealer,Diesel,Manual,7,750000,8,12.8,1,0,0,0,1,0,0,2494,102,,,
Hyundai Verna,Hyundai,Verna,43000,Dealer,Petrol,Manual,5,880000,4,17,1,0,1,0,0,0,0,1591,121.3,,,
Maruti Celerio,Maruti,Celerio,2000,Dealer,Petrol,Automatic,5,466000,5,23.1,1,1,1,0,0,0,0,998,67.04,,,
Hyundai i20,Hyundai,i20,52900,Dealer,Diesel,Manual,5,530000,6,23,1,0,0,0,1,0,0,1396,90,,,
Hyundai i20,Hyundai,i20,40000,Individual,Petrol,Manual,5,450000,4,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Ford Ecosport,Ford,Ecosport,26100,Dealer,Diesel,Manual,5,700000,4,23,1,0,0,0,1,0,0,1498,98.96,,,
Honda Amaze,Honda,Amaze,58000,Dealer,Diesel,Manual,5,325000,8,25.8,1,0,0,0,1,0,0,1498,98.6,,,
Hyundai Tucson,Hyundai,Tucson,62450,Dealer,Diesel,Automatic,5,1649000,4,16.38,1,1,0,0,1,0,0,1995,182.46,,,
Maruti Vitara,Maruti,Vitara,34000,Dealer,Diesel,Manual,5,795000,3,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Maruti Ertiga,Maruti,Ertiga,40000,Dealer,Petrol,Manual,7,675000,4,16.02,1,0,1,0,0,0,0,1373,93.7,,,
Hyundai i20,Hyundai,i20,17805,Trustmark Dealer,Petrol,Manual,5,660000,4,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Maruti Ciaz,Maruti,Ciaz,20000,Individual,Diesel,Manual,5,685000,5,28.09,0,0,0,0,1,0,0,1248,88.5,,,
Maruti Ciaz,Maruti,Ciaz,66577,Trustmark Dealer,Petrol,Manual,5,725000,4,20.73,0,0,1,0,0,0,0,1373,91.1,,,
Maruti Ciaz,Maruti,Ciaz,20000,Dealer,Diesel,Manual,5,875000,3,28.09,1,0,0,0,1,0,0,1248,88.5,,,
Maruti Swift Dzire,Maruti,Swift Dzire,36787,Dealer,Petrol,Manual,5,650000,3,22,1,0,1,0,0,0,0,1197,81.8,,,
Maruti Swift Dzire,Maruti,Swift Dzire,35000,Individual,Diesel,Manual,5,400000,8,19.3,0,0,0,0,1,0,0,1248,73.9,,,
Volkswagen Polo,Volkswagen,Polo,61000,Dealer,Diesel,Manual,5,278000,8,22.07,1,0,0,0,1,0,0,1199,73.9,,,
Volkswagen Polo,Volkswagen,Polo,56000,Dealer,Petrol,Manual,5,355000,8,16.47,1,0,1,0,0,0,0,1198,73.9,,,
Lexus ES,Lexus,ES,33000,Dealer,Petrol,Automatic,5,4100000,4,22.37,1,1,1,0,0,0,0,2487,214.56,,,
Honda Amaze,Honda,Amaze,67000,Individual,Diesel,Manual,5,300000,8,25.8,0,0,0,0,1,0,0,1498,98.6,,,
Ford Ecosport,Ford,Ecosport,49217,Dealer,Diesel,Manual,5,475000,8,22.7,1,0,0,0,1,0,0,1498,89.84,,,
BMW X5,BMW,X5,68000,Dealer,Diesel,Automatic,5,3200000,7,11.7,1,1,0,0,1,0,0,2993,245,,,
Maruti Wagon R,Maruti,Wagon R,56000,Dealer,CNG,Manual,5,365000,4,26.6,1,0,0,0,0,1,0,998,58.16,,,
Maruti Vitara,Maruti,Vitara,80000,Individual,Diesel,Manual,5,815000,4,24.3,0,0,0,0,1,0,0,1248,88.5,,,
Maruti Baleno,Maruti,Baleno,32145,Trustmark Dealer,Petrol,Manual,5,565000,5,21.4,0,0,1,0,0,0,0,1197,83.1,,,
Toyota Innova,Toyota,Innova,65000,Dealer,Diesel,Automatic,7,1430000,4,11.36,1,1,0,0,1,0,0,2755,171.5,,,
Ford Figo,Ford,Figo,57642,Dealer,Diesel,Manual,5,250000,8,20,1,0,0,0,1,0,0,1399,68.05,,,
Maruti Swift,Maruti,Swift,22400,Dealer,Petrol,Manual,5,435000,4,20.4,1,0,1,0,0,0,0,1197,81.8,,,
Maruti Alto,Maruti,Alto,124000,Individual,Petrol,Manual,5,85000,15,19.7,0,0,1,0,0,0,0,796,46.3,,,
Honda City,Honda,City,51000,Dealer,Petrol,Manual,5,670000,5,17.8,1,0,1,0,0,0,0,1497,117.3,,,
Hyundai i20,Hyundai,i20,34000,Dealer,Diesel,Manual,5,675000,4,22.54,1,0,0,0,1,0,0,1396,88.73,,,
Mahindra Scorpio,Mahindra,Scorpio,54000,Dealer,Diesel,Manual,7,430000,9,12.05,1,0,0,0,1,0,0,2179,120,,,
Maruti Swift Dzire,Maruti,Swift Dzire,39100,Dealer,Petrol,Manual,5,470000,5,20.85,1,0,1,0,0,0,0,1197,83.14,,,
Maruti Alto,Maruti,Alto,10326,Trustmark Dealer,Petrol,Manual,5,350000,1,19.7,0,0,1,0,0,0,0,796,46.3,,,
Maruti Wagon R,Maruti,Wagon R,93000,Individual,CNG,Manual,5,350000,3,26.6,0,0,0,0,0,1,0,998,58.16,,,
Maruti Baleno,Maruti,Baleno,12500,Dealer,Petrol,Manual,5,581000,3,21.4,1,0,1,0,0,0,0,1197,83.1,,,
Hyundai Creta,Hyundai,Creta,9161,Trustmark Dealer,Petrol,Automatic,5,1150000,4,13,0,1,1,0,0,0,0,1591,121.3,,,
Hyundai Santro,Hyundai,Santro,31286,Trustmark Dealer,CNG,Manual,5,500000,3,30.48,0,0,0,0,0,1,0,1086,58,,,
Hyundai i10,Hyundai,i10,15000,Individual,Petrol,Manual,5,289000,8,19.81,0,0,1,0,0,0,0,1086,68.05,,,
Maruti Vitara,Maruti,Vitara,57000,Dealer,Diesel,Manual,5,795000,4,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Maruti Alto,Maruti,Alto,35000,Individual,Petrol,Manual,5,100000,12,19.7,0,0,1,0,0,0,0,796,46.3,,,
Maruti Baleno,Maruti,Baleno,49700,Dealer,Diesel,Manual,5,550000,5,27.39,1,0,0,0,1,0,0,1248,74,,,
Maruti Vitara,Maruti,Vitara,29000,Dealer,Diesel,Automatic,5,890000,3,24.3,1,1,0,0,1,0,0,1248,88.5,,,
BMW 7,BMW,7,70000,Dealer,Petrol,Automatic,5,1900000,9,8.45,1,1,1,0,0,0,0,2979,321,,,
Maruti Wagon R,Maruti,Wagon R,40000,Individual,Petrol,Automatic,5,400000,3,20.51,0,1,1,0,0,0,0,998,67,,,
Skoda Octavia,Skoda,Octavia,38000,Dealer,Petrol,Automatic,5,890000,7,14.7,1,1,1,0,0,0,0,1798,177.5,,,
Mahindra Scorpio,Mahindra,Scorpio,60000,Individual,Diesel,Manual,7,1250000,4,16.36,0,0,0,0,1,0,0,2179,140,,,
Honda City,Honda,City,10000,Dealer,Petrol,Automatic,5,1350000,2,18,1,1,1,0,0,0,0,1497,117.6,,,
Hyundai Grand,Hyundai,Grand,46000,Dealer,Petrol,Manual,5,465000,4,18.9,1,0,1,0,0,0,0,1197,82,,,
Renault Duster,Renault,Duster,74000,Dealer,Diesel,Manual,5,335000,8,19.87,1,0,0,0,1,0,0,1461,83.8,,,
Honda Amaze,Honda,Amaze,51000,Dealer,Petrol,Automatic,5,575000,5,19,1,1,1,0,0,0,0,1199,88.76,,,
Maruti Wagon R,Maruti,Wagon R,85000,Dealer,Petrol,Manual,5,325000,7,21.79,1,0,1,0,0,0,0,998,67.05,,,
Maruti Ciaz,Maruti,Ciaz,46000,Dealer,Petrol,Manual,5,525000,6,20.73,1,0,1,0,0,0,0,1373,91.1,,,
Toyota Innova,Toyota,Innova,56000,Dealer,Diesel,Manual,7,1675000,4,13.68,1,0,0,0,1,0,0,2393,147.8,,,
Maruti Wagon R,Maruti,Wagon R,52000,Dealer,Petrol,Manual,5,270000,8,18.9,1,0,1,0,0,0,0,998,67.1,,,
BMW 3,BMW,3,33000,Dealer,Diesel,Automatic,5,2050000,6,19.62,1,1,0,0,1,0,0,1995,187.74,,,
BMW X5,BMW,X5,7000,Dealer,Diesel,Automatic,5,7985000,2,13.38,1,1,0,0,1,0,0,2993,265,,,
Hyundai Elantra,Hyundai,Elantra,90000,Dealer,Petrol,Manual,5,575000,8,16.3,1,0,1,0,0,0,0,1797,147.5,,,
Volkswagen Polo,Volkswagen,Polo,90000,Individual,Diesel,Manual,5,420000,6,20.14,0,0,0,0,1,0,0,1498,88.8,,,
